rating,timestamp,user_id,movie_id
4,881961214,27,208
4,879857765,134,22
3,883709863,31,293
5,891383835,89,381
4,877531942,285,207
3,888905170,292,684
4,880234639,215,143
5,886397722,165,327
4,878090499,249,495
5,885848672,270,131
5,876860807,159,173
4,875320714,264,117
3,884207492,197,497
5,881107178,41,95
5,884288058,167,150
4,886987260,109,306
4,884304936,57,143
4,891384754,89,647
4,885844430,270,345
3,879373460,61,20
3,881375854,278,831
4,879376641,236,513
4,891720887,93,788
3,879966895,127,484
4,884182806,297,316
5,878347874,43,194
5,886122352,263,199
2,879524643,193,384
5,880037702,71,194
5,883815120,221,749
3,878089182,249,263
3,890687042,40,264
3,888082216,223,244
3,878769629,81,134
4,879791710,261,1146
3,888904884,292,470
3,880245029,215,657
3,878092059,249,139
5,888205300,58,22
5,877533771,285,378
4,880605185,243,814
4,891352010,6,478
1,886434402,173,367
4,879876734,86,273
2,879551380,193,1210
2,884714402,81,1133
2,882139746,12,835
4,884538403,12,271
2,880605157,243,755
5,886323090,304,426
2,888954930,94,786
2,883955745,42,13
4,889502823,298,954
3,883698454,56,418
3,883452363,83,404
4,891449922,268,503
3,877878184,298,110
4,879525876,193,465
4,876860807,159,134
3,885678247,98,267
4,877886846,9,485
4,874724988,258,116
3,879456350,84,426
4,879467295,302,918
5,878870987,212,272
3,891387947,120,513
5,891383204,89,97
2,888067405,48,558
3,881108425,41,793
2,879371261,154,322
4,876973939,67,116
4,875537965,171,176
4,885412840,18,3
4,875744136,267,230
3,875636053,4,1
2,886324028,304,116
4,883612356,43,293
4,875975656,42,136
1,875298353,278,1335
5,887401701,79,465
4,886472768,253,163
3,884183336,297,280
1,892174404,278,1239
4,883601324,65,297
3,880130193,17,442
2,875542174,267,1034
4,885680138,98,78
4,881515011,12,97
3,891347949,25,257
4,891353086,6,454
4,878183481,221,754
5,884128554,199,672
4,876923913,118,327
5,878955442,212,171
3,874786392,275,321
3,891723086,93,1216
4,875801662,129,378
4,892428688,37,327
3,876857977,159,718
3,888906966,292,1266
2,891385985,25,929
4,875216545,129,215
3,886443455,91,1078
4,882164999,255,451
4,878542420,0,60
4,880036718,71,47
3,892910207,55,754
4,882140926,12,359
2,879455957,14,404
3,875654637,91,76
2,884386343,206,475
5,881105481,291,173
5,888549622,231,482
2,886272175,250,747
3,888104153,223,25
4,878962392,180,219
4,874724710,258,254
4,886323648,304,470
3,882922806,51,279
5,891170769,160,201
5,877399018,147,407
2,892838559,124,234
5,884238860,96,227
4,884304936,57,1097
4,887665548,82,233
4,891383319,89,346
5,879455113,271,177
3,879521396,193,180
4,879454628,124,477
1,886987605,109,687
4,877877775,298,13
5,879524921,150,9
4,891446165,268,126
5,883599249,5,13
3,880937882,53,105
5,879467542,302,68
1,877727122,15,943
4,882078621,300,789
3,874793035,275,1090
2,886323068,304,213
2,879541148,193,1027
2,891438397,90,322
4,879875940,86,553
4,877819599,293,108
4,877531791,285,170
5,884128458,199,317
1,891632142,228,327
4,882826555,177,567
2,879484804,302,841
4,879374686,61,64
3,876018608,206,590
4,875653271,91,171
4,882078040,300,400
5,882157581,35,338
3,884150257,69,745
3,875747190,62,241
3,881961671,27,200
4,875307407,278,67
4,878089716,249,6
3,890881335,13,97
3,889502324,298,1017
3,879525876,193,53
3,879485532,302,814
5,874775038,118,236
5,879966498,294,217
2,875742942,267,929
2,875744173,267,1
4,883601089,65,257
5,879394264,232,201
4,880308578,82,622
3,891542540,213,333
2,881368243,191,475
4,891374868,99,343
1,875744501,267,144
4,882076587,300,55
5,879283786,306,88
3,892334609,233,140
4,880308755,82,575
2,878961624,180,263
4,875240090,296,132
5,892430369,37,152
4,891352093,6,381
4,886122952,263,812
1,878961814,180,871
1,884140579,200,145
4,879456199,84,506
3,891450023,268,366
3,888205855,58,467
4,889651549,285,142
1,889124507,192,95
5,875936424,112,594
5,881104093,291,10
3,876250718,129,1013
4,875155140,274,97
5,893265380,188,519
1,889452455,218,81
5,877488546,217,208
3,879873020,122,426
5,874775311,118,221
4,880134407,157,176
4,877563802,221,117
2,879436875,301,321
3,875308843,278,500
5,882076403,300,78
2,878963441,180,2
1,884140115,200,694
3,881515193,12,197
3,888732928,0,188
5,875270570,144,236
4,874786462,22,384
4,884114505,200,766
5,884197193,295,704
3,881105817,41,545
3,891964230,32,871
3,882078830,300,553
5,877720297,15,63
3,879197562,94,134
4,879138713,153,356
5,884733766,76,483
5,884196584,295,507
2,879436785,301,302
3,880606667,243,672
4,878183616,221,76
5,882140588,12,214
5,877722736,15,704
4,876956264,269,451
2,875270655,144,14
5,879465631,186,63
5,876041644,199,303
5,887646170,169,748
3,877136138,100,828
3,889909840,183,217
4,879967478,127,203
1,878961781,180,1294
3,889911285,183,152
4,878542699,0,32
4,875072547,0,159
5,889906967,183,320
3,880937813,53,594
4,891725009,93,342
4,879967767,127,507
2,874784266,22,322
3,882077222,300,226
3,882075672,300,190
1,892440172,111,902
3,878769848,81,182
3,878181976,221,723
3,877488316,217,429
4,887739521,307,1196
5,879467959,302,133
3,890588547,132,750
2,891435680,214,211
5,882126156,68,255
4,887347350,253,661
4,874792436,275,1
1,888442575,103,983
3,875747514,62,1066
4,878970785,266,409
5,881515011,12,55
3,885775745,239,878
2,875806800,285,236
5,889241426,293,270
4,891384424,89,1085
4,880129731,17,25
3,875656201,91,228
4,887739292,307,648
3,888105691,143,88
4,891560253,190,301
3,888206409,58,950
5,884129409,199,95
5,877726146,15,196
3,892302309,60,677
4,885848448,270,198
3,885849325,270,708
5,888640356,141,168
3,876197678,274,596
3,878182109,221,150
3,879876917,86,39
4,877879172,206,257
2,879454663,271,1392
4,880130397,176,332
2,879664906,206,1114
3,889503806,298,576
4,885849447,270,377
4,886324486,304,424
2,888068912,48,958
3,891722802,93,1223
3,874953895,129,1016
3,877888677,9,174
3,880433418,202,320
4,891560842,190,285
3,875975110,42,322
5,874951695,20,557
5,891409839,196,95
2,888073635,12,343
3,879527264,193,65
4,892334543,233,205
4,887740700,307,401
4,887737036,307,639
5,891447773,268,521
4,891721889,93,264
3,875310824,267,61
5,879455254,271,11
3,891390477,120,290
5,884196921,295,19
3,891732334,133,285
5,877544218,179,461
3,892079140,233,611
2,888465972,103,116
1,892434626,37,757
1,891456255,268,844
4,891353444,6,162
3,892078343,233,1450
2,876197645,274,404
3,882922661,51,249
3,888801465,101,822
4,890704999,12,185
4,882827532,177,730
3,890116671,235,70
5,882165296,255,780
5,891299752,262,175
3,880605697,243,185
4,875314001,278,1180
4,883956189,42,814
2,880309089,82,77
5,879528710,150,196
2,886474216,253,435
3,880579371,108,630
3,875239422,296,715
4,879641067,248,187
4,888106106,143,698
4,882075994,300,603
3,889737542,63,391
2,875653665,91,500
4,878181739,221,96
3,875310745,267,435
5,888905550,292,134
5,878955442,212,172
2,876861185,159,459
4,882139901,12,497
5,888205921,58,714
4,875636198,4,16
5,879454956,124,162
5,886432749,173,314
3,881260203,113,504
4,878870518,212,514
2,874786926,22,195
4,879968827,127,14
4,889179478,238,55
1,878962955,180,278
4,875086354,290,79
4,878089963,249,237
3,884114275,200,648
5,883327734,59,59
2,878961814,180,324
3,887038665,118,406
5,875334088,286,0
3,880245642,215,227
4,880233810,215,530
4,880434463,202,470
3,875660408,91,586
3,882774224,12,891
4,878956338,212,175
5,875806672,285,287
2,881009697,116,1046
1,885678886,98,110
3,891904214,10,557
2,879216672,64,46
4,879517412,294,193
2,891451610,268,216
2,881705026,84,258
5,878089921,249,595
5,881433689,136,143
2,884112077,200,959
4,882049932,256,136
4,891679939,110,327
4,891438875,90,479
4,891436202,214,210
1,878961586,180,937
5,893264301,188,1059
4,887431883,0,19
4,879468375,302,403
3,879737314,298,304
4,879465242,186,209
2,877563913,221,277
4,892668197,213,567
3,888906655,292,769
4,890595859,284,190
3,879544791,302,251
4,884402860,95,155
3,880037334,71,1109
4,881171009,114,1066
3,891352178,6,429
3,886977926,115,349
4,888625753,72,479
5,891457067,268,245
5,891299514,262,418
3,884150257,69,430
4,875244204,220,474
5,880036515,71,181
4,885852757,24,356
5,880473582,289,49
4,893266205,188,525
3,877618584,298,302
3,886121516,263,293
5,884129962,199,364
4,879465653,186,134
4,889909024,183,186
2,875746985,62,288
4,882397650,12,228
3,884183063,297,485
4,889655435,234,184
4,879376178,61,711
2,884923505,245,93
5,880934806,53,741
3,875747688,62,761
3,891904596,10,731
4,875653723,91,167
3,879362356,7,549
4,879283480,306,173
4,879468459,302,199
2,882164603,255,848
3,880036854,71,53
2,889402389,163,405
4,880125101,116,149
4,888103872,223,76
3,889127811,192,868
2,891720862,93,183
2,881200457,280,337
3,874953794,129,108
1,879966954,127,370
1,891723593,93,719
3,885613067,181,844
1,883245452,128,872
4,886474580,253,228
4,879365491,63,380
2,879524293,150,175
4,881014015,44,24
3,889123257,192,878
4,889174849,275,921
3,874787526,275,56
4,892079140,233,186
1,878962006,180,305
1,874951293,20,369
3,888905229,292,248
5,886123656,263,720
5,877886722,9,610
3,891409070,196,345
3,874792945,275,141
4,887736584,307,426
4,875246759,220,942
4,883681514,130,125
2,876518557,267,823
3,880572642,108,7
3,884208173,197,57
4,880484286,229,679
1,878962918,180,740
4,881368891,191,1060
3,892335501,233,447
4,891382309,89,899
4,889124890,192,940
5,879966839,127,602
2,887855283,125,904
4,880606634,243,264
3,891382310,89,288
3,886890787,156,24
3,886323684,304,70
5,874781742,118,381
2,874951382,20,221
4,888605273,230,180
3,891700453,279,507
3,886374129,287,131
2,890780576,278,1496
4,882078228,300,32
3,880036783,71,698
2,891382392,89,258
3,887738760,307,54
3,888203053,58,741
4,891721462,93,743
4,875216933,129,641
3,891352136,25,1014
5,892679480,55,120
2,884714249,81,507
4,879373613,61,11
3,874791871,275,39
1,878963121,180,1014
3,880147407,151,300
4,882824291,177,844
4,889070087,216,596
4,891271203,78,302
4,879024127,137,483
5,887737293,307,80
2,884050393,74,283
4,891447062,268,197
3,877122695,306,93
3,881059677,221,780
3,891390544,120,739
1,891448072,268,21
4,882141924,12,863
5,880485043,229,741
4,891448800,268,506
5,889179253,238,1098
5,888513447,244,1027
3,892679460,55,545
5,879519556,294,960
2,885848102,270,1027
2,881059117,221,811
3,882126156,68,239
4,877892210,9,6
3,878887112,21,375
3,889242857,293,930
1,884714492,81,716
4,875313859,278,398
1,891449406,268,233
5,883600680,5,97
4,879988184,242,1038
4,884125629,297,180
1,881703044,281,324
1,879633567,77,322
5,875384647,117,199
5,879297545,282,1113
4,891034835,170,291
4,884151119,69,216
5,877891747,9,99
4,888513664,244,180
3,891264267,106,332
1,884923445,245,560
1,883670672,12,900
4,874790826,275,69
2,880607205,243,16
5,893265263,188,55
5,883888671,225,241
4,879373008,61,1015
4,874792907,275,416
4,891544052,213,477
4,876504354,305,234
3,878183043,221,25
5,891700751,279,630
5,883326122,59,429
4,892683275,55,70
5,881105817,41,273
5,875072442,0,201
4,882397582,12,808
4,877556988,172,288
1,879455311,14,748
4,883524249,184,22
3,891702304,279,539
4,880604077,243,380
4,878746946,149,292
4,891352134,6,496
4,882826915,177,316
3,882823833,177,741
3,880572658,94,1216
3,892333865,233,1461
5,884238887,96,221
2,880563471,108,126
5,880124306,116,267
2,891448850,268,704
3,876252497,129,1245
4,886123530,263,654
3,875506839,206,12
5,881108147,41,587
2,884923372,245,408
4,879876702,86,366
3,877135677,100,303
4,882164406,255,126
3,875654798,91,793
2,878963418,180,761
1,878955115,212,234
2,876175582,91,738
5,881105561,291,660
4,884922831,245,664
5,878945579,273,844
5,875072583,187,691
4,880129731,17,85
1,878844423,4,438
3,890116254,235,631
4,889127921,192,406
4,888105940,143,708
5,891383866,89,1197
4,879434819,47,608
2,875635723,4,224
5,878887983,21,127
4,884365485,310,431
5,879362183,7,21
4,874792547,275,187
5,878183043,221,172
4,880035887,71,865
4,878192311,298,133
5,889751711,0,170
3,887741461,307,294
4,879525778,164,215
3,878183512,221,48
4,878962623,180,120
5,884129542,199,10
4,892336358,233,625
4,880606243,243,706
5,891384789,89,24
5,883108324,207,215
4,891298336,262,95
4,891732335,133,322
4,892864663,278,585
4,888550774,1,291
2,886892127,287,592
4,888065432,48,301
5,877531406,285,152
3,888284313,204,303
4,878887227,21,79
4,892078890,233,317
3,891548959,222,327
3,879456204,14,24
4,876514002,267,146
3,891722678,93,1219
4,878945840,273,404
5,891352010,6,491
2,875744501,267,216
5,877717956,15,54
3,889402298,163,619
4,880474293,289,160
4,875640800,91,514
5,889179032,238,1069
5,892679308,55,448
4,884534968,247,233
3,891227851,233,9
2,891702486,279,1048
5,887738760,307,186
5,874787441,275,63
3,881368302,191,947
4,879270511,121,508
3,880838306,84,587
2,879790874,261,930
3,886013700,200,271
2,878962623,180,869
4,879518319,294,738
4,891299387,262,567
4,879518279,294,38
4,884112800,200,1099
3,888705966,92,819
5,880557539,158,1027
2,880134532,157,664
3,888906070,292,422
3,878768882,81,596
5,874786488,275,180
5,882397833,12,822
3,889069782,216,1
4,880308256,82,659
5,893264466,188,19
4,878183684,221,795
5,891458193,145,1021
3,878970681,266,120
3,887855087,125,293
1,878962675,180,1059
4,892838865,124,79
4,884029430,42,119
1,882142057,12,779
2,891628883,252,258
3,881108548,41,43
4,884753202,76,517
5,874835165,290,685
3,875742822,267,20
3,879792220,261,27
3,892334680,233,80
3,882820803,28,244
5,890116575,235,56
3,880133116,157,728
4,888185947,155,660
5,888550130,231,51
5,884287927,167,865
4,880915258,36,287
3,884584426,140,244
4,889655162,234,229
3,888803537,101,69
3,884752562,76,171
5,891383319,89,505
5,879023663,185,565
5,878347915,43,659
5,875385198,117,773
5,891351624,6,660
2,888068651,48,1002
1,879374969,61,67
4,881106072,41,1027
4,882827834,177,432
2,879454782,84,50
5,884732407,76,473
2,892243079,57,1098
4,892911290,55,1046
1,891409564,196,687
4,878141681,285,98
3,891382121,89,257
1,878962349,180,1287
4,879517062,294,189
4,888082495,223,68
4,879454977,271,316
3,875246662,220,1009
1,883601089,65,876
5,877124871,206,317
3,892079237,233,486
5,891351653,6,647
5,879875774,86,81
1,877835102,194,1051
5,883613334,43,448
4,876504442,305,286
3,879521474,193,171
3,891722933,93,61
4,892738277,166,658
4,879879720,107,99
5,880484286,229,303
1,878962675,180,926
4,880928519,53,301
4,891384357,89,21
2,878962997,180,695
4,877531537,285,356
4,892242403,13,268
2,884365357,310,178
5,875640679,91,120
1,874951798,20,439
1,880602264,243,549
4,878962919,180,404
4,879216529,64,805
2,880916070,36,539
5,878348289,43,442
4,880606043,243,182
4,878542441,0,264
5,876954456,269,24
2,889502756,298,386
3,891723883,93,571
4,877533058,285,745
5,889181247,238,271
5,880245145,215,54
3,886472369,253,120
2,879376483,61,664
4,882826982,177,384
4,879522819,193,22
3,875745160,267,954
5,875072674,187,142
4,874786366,275,293
4,880135069,157,1097
3,881681663,206,844
1,891170745,160,47
4,886323937,304,653
3,879439078,46,323
4,889739212,63,735
3,891560753,190,750
5,891353011,6,377
5,888204997,58,91
5,882027109,68,267
3,877888944,9,460
4,874951382,20,128
4,884304328,57,8
3,879549996,193,151
5,891353543,6,199
5,875076827,112,125
5,877557028,172,327
4,879196354,94,232
5,877720733,15,193
4,888206809,58,322
3,884365075,310,653
4,881105516,291,588
4,883955224,42,202
4,891271545,78,49
5,889655619,234,69
5,892836309,124,189
3,885329671,283,321
5,879468547,302,160
3,886474396,253,377
1,883217030,254,1033
2,888442275,103,300
5,891383912,89,922
4,883601713,5,462
1,875297433,278,121
4,875807004,285,297
3,878183565,221,447
5,875239383,296,56
3,881108873,41,624
4,875801778,129,1216
3,886472466,253,356
1,880563641,108,474
2,880485726,229,1443
3,880601905,243,309
2,883600406,5,300
4,882157285,35,747
3,882164727,255,442
1,888801316,101,514
4,888465201,103,284
5,874951695,20,446
4,891680028,110,300
5,880129628,17,407
4,885852817,24,221
3,886989501,109,943
5,876955868,269,97
5,876974133,67,236
4,880307940,82,214
2,883268278,5,257
5,879459859,88,215
4,879968029,127,316
4,886323525,304,511
2,889912691,183,411
5,877532470,285,174
3,888465209,278,1427
5,882165103,255,85
5,875245462,220,47
3,879013617,139,331
2,891042938,189,976
3,891905896,10,226
5,884114471,200,202
5,878746685,149,180
3,887854726,125,244
2,879669401,19,207
4,888104122,143,741
1,878963275,180,929
4,880578814,108,565
3,879455021,84,1064
3,878955973,212,132
1,878184290,221,378
3,891550649,222,10
4,891435704,214,420
3,877488366,217,207
5,886432989,173,936
3,880314383,274,185
1,876974198,67,741
4,876513830,267,582
4,876858346,159,461
4,878019342,194,272
4,888082468,223,177
1,875636493,4,109
5,885678724,98,1015
5,888552084,1,250
4,881104148,291,8
4,880037203,71,567
3,882813248,84,227
5,880307072,82,280
2,886443708,91,830
3,891351772,6,542
2,879876813,86,400
4,875334340,286,925
2,878542201,0,154
2,892079538,233,631
5,878184113,221,52
5,875322758,23,63
3,891354639,6,553
3,878769410,81,55
3,891170824,160,317
4,881251863,195,392
4,892683275,55,90
3,876311344,81,476
2,891353357,6,471
4,882164644,255,760
4,883889102,225,55
5,875296891,278,740
3,887738151,307,1285
5,877722736,15,7
3,877128388,179,201
4,880434940,202,92
5,875271896,144,55
4,886372527,287,304
3,883450643,83,741
3,878347818,43,643
3,885272654,16,12
4,891015319,312,116
4,877019411,147,0
4,891409070,196,346
5,874951695,20,163
3,875298314,278,981
5,889181015,238,490
5,883526288,184,286
4,875239125,296,88
4,879467361,302,67
1,879023607,185,249
3,888625754,72,205
2,888465739,103,755
3,885870665,93,215
5,889178833,238,193
5,891409839,196,510
4,891700426,279,0
3,874965739,0,116
1,888103729,223,582
1,879543831,302,396
4,883327734,59,161
4,884204501,197,257
5,889178887,238,512
3,883601277,5,68
4,876374419,232,374
4,882995615,84,641
3,886988574,109,37
3,889908462,183,521
1,885678436,98,872
2,882398763,12,417
4,884112201,200,517
1,882397068,12,857
3,891544465,213,130
4,884197264,295,227
3,878182589,221,86
4,875314144,278,724
2,889070109,216,181
3,879828720,84,432
3,889178762,238,233
4,882141727,12,71
3,879527421,193,76
5,883108476,207,662
3,880572950,108,177
4,880484523,229,171
2,888204466,58,484
3,891014373,312,477
3,884151344,69,1132
5,879375169,61,181
3,884207833,197,233
4,879217509,64,124
5,886514261,173,659
5,891383241,89,11
3,880396702,129,1247
2,891375260,99,353
5,879297965,282,431
3,875154718,274,417
5,884364502,310,97
4,883295500,194,750
4,876251160,129,104
1,891456350,268,251
5,877532965,285,72
3,891354217,6,622
5,892679439,55,221
5,887730676,209,203
5,889180446,238,8
4,884403531,95,86
2,875239691,296,72
3,879572284,248,238
2,891723706,93,859
4,883452307,83,120
4,880314031,274,264
3,879858003,134,1045
4,875086354,290,1177
1,892836623,124,381
4,884068521,69,398
4,884963365,310,8
4,882076146,300,522
5,880149074,151,684
4,880605665,243,171
2,875154535,274,1090
4,879443288,52,280
2,884206513,197,117
4,880608037,243,789
4,891371676,25,124
3,879542688,150,12
1,890286933,123,495
5,875323003,23,190
3,885849419,270,64
3,879283385,306,633
3,877819265,293,1244
2,892335042,233,240
3,885852301,24,500
3,888904653,292,136
3,884111312,200,431
1,884050661,74,239
5,882140354,12,180
2,877125350,206,67
5,888552084,1,49
4,891016220,312,565
4,888104191,143,124
4,875074329,187,442
4,874786419,275,323
1,882182634,144,973
4,880037418,71,233
4,887665549,82,384
3,878963086,180,618
4,880581344,108,401
3,876198301,206,106
4,883526268,184,215
5,890881557,13,212
2,883512658,148,318
5,883698495,56,78
5,880484370,229,962
4,886047442,175,874
4,891628501,252,96
4,885328991,283,268
4,881452685,105,525
3,891388286,120,179
2,879374640,61,85
4,875086920,290,417
4,883452711,83,1032
2,888907527,292,379
3,875991047,206,57
4,879520813,193,186
3,880578711,108,96
4,879297442,282,844
5,874954260,296,274
1,878961749,180,333
4,879633745,77,254
4,891904300,10,424
4,887737647,307,58
4,889126943,192,1077
3,875239018,296,233
4,879877008,86,584
2,878091682,249,203
5,879362124,7,49
4,891719774,185,147
4,891699426,311,691
3,891438351,90,682
1,875721432,4,453
3,875086534,290,375
5,877107640,174,126
2,875272833,144,736
5,891351685,6,643
5,874792907,275,418
5,880307751,82,209
3,888803537,101,523
1,881371140,152,173
3,879371909,61,301
3,888065577,48,994
3,875742647,267,297
2,877822854,206,553
5,891015049,312,615
3,877532173,285,43
5,875296435,278,167
5,889174904,275,473
4,879373821,61,58
1,886475980,253,218
4,880308690,82,96
5,875747319,62,99
5,877719333,15,177
2,875239914,296,232
5,891383866,89,944
2,879452769,84,24
4,881106711,41,97
4,879484981,302,392
5,878944679,273,49
3,888442436,103,298
4,885873006,93,791
4,889908539,183,97
3,888907527,292,707
4,884534968,247,588
3,880130764,17,949
1,889070011,216,26
4,884127082,199,891
1,884140751,200,147
5,884196640,295,221
3,892133739,6,661
4,881251728,195,380
3,882145465,68,426
4,880036747,71,195
4,882152471,255,471
4,879967225,127,181
3,879524564,150,746
3,891351287,6,170
5,877533224,285,84
4,875537441,171,219
4,887736743,307,515
2,891625949,189,973
1,878768741,81,755
4,887739257,307,435
1,888203658,58,234
3,889739539,63,1062
2,885557506,144,755
4,881198966,219,297
4,874950889,20,323
4,890595313,284,268
3,878104594,206,64
3,884208173,197,657
3,881197771,219,332
4,887730589,209,69
1,878962392,180,13
2,880134296,157,127
3,888407741,142,681
2,884050309,74,236
4,883782854,198,220
2,891549841,222,1149
4,874954497,296,24
4,877934828,275,77
4,877877649,298,846
2,888904353,292,324
2,882079446,300,137
4,875072125,0,46
4,889401906,163,280
4,884402860,95,672
4,874833827,290,1015
5,891353892,6,450
4,877661496,232,176
4,883602212,5,516
3,879727153,201,282
4,891543241,213,116
4,889909691,183,601
3,879543487,276,256
1,879524216,193,211
4,879196231,94,67
4,885853415,24,256
4,883601365,5,22
1,892433660,37,572
4,891029877,312,435
3,878888025,21,240
3,879793715,261,616
3,880396494,129,568
5,883601425,65,180
1,874951054,20,947
1,878962278,180,1331
3,879791948,261,173
5,888180227,205,301
5,878183285,221,21
4,875028123,75,60
4,879542460,150,702
5,877888346,313,27
3,882397502,12,146
4,878340824,43,257
4,879483510,302,417
2,877717833,15,88
5,876954927,269,557
5,884535433,247,116
5,879454309,124,317
5,879024043,137,522
2,875743978,267,385
5,874833668,290,14
3,892335372,233,146
5,889178798,238,95
3,879455166,14,330
2,891723807,93,154
4,882848925,135,88
3,891550684,222,422
4,878770027,81,193
3,888396967,144,354
3,891700925,279,844
1,892151366,178,338
4,882826306,177,198
4,877123315,306,948
5,877888613,9,487
3,876451911,115,330
5,876785704,22,257
4,887736696,307,173
4,883524320,184,113
3,875073648,187,236
5,875385007,117,653
4,884921794,245,720
4,892078567,233,97
3,879522917,193,238
4,885873423,93,23
4,879270769,121,377
4,891698613,311,99
5,879793022,261,63
3,879138235,153,241
3,891550067,222,762
4,885680374,98,402
4,880308690,82,42
4,877984546,129,306
5,886513729,173,401
5,882164231,255,486
4,888204349,58,176
1,891171174,160,167
3,880607489,243,52
4,878091818,249,195
3,883956468,42,39
5,890595636,284,149
2,881108815,41,952
5,884239744,96,669
4,879270327,121,509
3,891206450,60,322
2,883816184,221,105
3,892004275,3,263
1,884967253,303,258
5,880915942,36,402
1,888069513,48,67
4,879467959,302,1097
5,879525987,164,371
5,886047292,175,323
1,889237269,2,334
3,892683895,55,868
4,878341343,43,14
4,891033697,189,116
4,882821942,28,188
4,885870231,93,173
3,876251944,129,948
5,880124648,116,180
1,879543418,302,778
5,885412840,18,434
4,879521856,193,190
4,880134261,157,23
4,892679067,55,446
3,879791816,261,222
1,878962240,180,1333
4,891543227,213,136
4,875656164,91,746
5,875073128,187,95
5,884305353,57,172
5,880606385,243,153
4,891732393,133,878
4,884183406,297,624
4,886472400,253,229
3,880485197,229,137
5,877722736,15,208
5,879524199,150,834
1,878963305,180,1326
3,875272195,144,1247
5,884128499,199,587
3,884535840,247,256
4,875239658,296,431
5,891699296,311,132
5,879524368,150,11
3,886988449,109,567
5,886323068,304,482
5,884584338,140,257
4,878346997,43,239
3,879023571,185,262
4,891544414,213,212
4,880610814,232,207
2,888465347,103,286
2,891699491,311,152
4,878873388,0,221
1,888179833,205,322
4,880484587,229,418
3,892679374,55,449
5,891725332,93,650
4,888284710,204,315
5,890881294,13,173
2,876513785,267,789
3,880913705,275,1080
3,880307140,82,928
3,875309344,267,579
3,881060155,221,1040
4,875306910,278,88
1,875635807,4,423
4,884992603,111,330
5,884197330,295,428
3,880130515,17,201
5,882139901,12,867
5,879875734,86,209
5,877889186,9,284
3,878961227,180,327
4,874785843,22,462
3,891628630,252,745
3,892079190,233,227
2,877880041,298,1046
3,883601324,65,0
5,881432488,215,173
3,880475245,289,207
2,891271697,78,1160
2,886122031,263,447
5,892002352,3,302
3,888104805,143,830
4,879024279,137,516
2,889740286,63,432
4,875635748,4,0
5,874787526,275,356
5,879375588,61,432
5,889178689,238,474
3,888905520,292,165
5,875216932,129,233
4,886123596,263,69
5,883108797,207,196
5,875322875,23,762
3,875314334,278,1161
1,889237247,2,244
3,877136564,100,595
4,877636556,161,1018
1,891548802,222,907
3,888469392,98,245
3,889180338,238,429
5,876862078,159,159
4,875538028,171,579
2,879544629,302,1159
5,880935294,53,675
3,878347392,43,506
5,887736454,209,96
4,889402340,163,929
2,877878414,298,239
3,881961671,27,216
3,886324276,304,78
3,880131236,17,728
1,884713755,81,342
4,880564570,108,1011
4,876079113,206,24
1,875660468,91,1208
4,880563619,108,0
3,879455730,14,221
5,884304812,57,708
4,879466771,302,692
5,880148782,151,110
2,879551380,193,159
3,875655961,91,240
3,884752924,76,90
3,880606533,243,661
2,880130481,176,320
3,883681561,130,220
3,891409070,196,301
4,879035347,226,49
3,879829618,84,281
4,879518714,294,71
3,878962392,180,0
4,879544145,276,254
4,875310606,278,95
5,874965970,0,252
4,880130640,17,181
4,882659211,275,567
5,879875940,86,176
