title,genres,movie_id
Casper (1995),Adventure|Children's,156
Clockers (1995),Drama,157
Congo (1995),Action|Adventure|Mystery|Sci-Fi,158
Crimson Tide (1995),Drama|Thriller|War,159
Crumb (1994),Documentary,160
Desperado (1995),Action|Romance|Thriller,161
Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,162
Die Hard: With a Vengeance (1995),Action|Thriller,163
"Doom Generation, The (1995)",Comedy|Drama,164
Feast of July (1995),Drama,165
First Knight (1995),Action|Adventure|Drama|Romance,166
Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,167
Hackers (1995),Action|Crime|Thriller,168
Jeffrey (1995),Comedy,169
Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,170
Judge Dredd (1995),Action|Adventure|Sci-Fi,171
Jury Duty (1995),Comedy,172
Kids (1995),Drama,173
Living in Oblivion (1995),Comedy,174
Lord of Illusions (1995),Horror,175
Love & Human Remains (1993),Comedy,176
Mad Love (1995),Drama|Romance,177
Mallrats (1995),Comedy,178
Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,179
Moonlight and Valentino (1995),Drama|Romance,180
Mute Witness (1994),Thriller,181
Nadja (1994),Drama,182
"Net, The (1995)",Sci-Fi|Thriller,183
Nine Months (1995),Comedy,184
Party Girl (1995),Comedy,185
"Prophecy, The (1995)",Horror,186
Reckless (1995),Comedy,187
Safe (1995),Thriller,188
"Scarlet Letter, The (1995)",Drama,189
"Show, The (1995)",Documentary,190
Showgirls (1995),Drama,191
Smoke (1995),Drama,192
Something to Talk About (1995),Comedy|Drama|Romance,193
Species (1995),Horror|Sci-Fi,194
"Stars Fell on Henrietta, The (1995)",Drama,195
Strange Days (1995),Action|Crime|Sci-Fi,196
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,197
"Tie That Binds, The (1995)",Thriller,198
Three Wishes (1995),Drama,199
Total Eclipse (1995),Drama|Romance,200
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,201
Under Siege 2: Dark Territory (1995),Action,202
Unstrung Heroes (1995),Comedy|Drama,203
Unzipped (1995),Documentary,204
"Walk in the Clouds, A (1995)",Drama|Romance,205
Waterworld (1995),Action|Adventure,206
White Man's Burden (1995),Drama,207
Wild Bill (1995),Western,208
"Browning Version, The (1994)",Drama,209
Bushwhacked (1995),Comedy,210
Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,211
Before the Rain (Pred dozhdot) (1994),Drama,212
Before Sunrise (1995),Drama|Romance,213
Billy Madison (1995),Comedy,214
"Babysitter, The (1995)",Drama|Thriller,215
Boys on the Side (1995),Comedy|Drama,216
"Cure, The (1995)",Drama,217
Castle Freak (1995),Horror,218
Circle of Friends (1995),Drama|Romance,219
Clerks (1994),Comedy,220
Don Juan DeMarco (1995),Comedy|Drama|Romance,221
Disclosure (1994),Drama|Thriller,222
Dream Man (1995),Thriller,223
Drop Zone (1994),Action,224
Destiny Turns on the Radio (1995),Comedy,225
Death and the Maiden (1994),Drama|Thriller,226
Dolores Claiborne (1994),Drama|Thriller,227
Dumb & Dumber (1994),Comedy,228
Eat Drink Man Woman (1994),Comedy|Drama,229
Exotica (1994),Drama,230
Exit to Eden (1994),Comedy,231
Ed Wood (1994),Comedy|Drama,232
French Kiss (1995),Comedy|Romance,233
Forget Paris (1995),Comedy|Romance,234
Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,235
"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,236
Hideaway (1995),Thriller,237
Fluke (1995),Children's|Drama,238
Farinelli: il castrato (1994),Drama|Musical,239
Gordy (1995),Comedy,240
Gumby: The Movie (1995),Animation|Children's,241
"Glass Shield, The (1994)",Crime|Drama,242
Hoop Dreams (1994),Documentary,243
Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,244
Houseguest (1994),Comedy,245
Immortal Beloved (1994),Drama|Romance,246
Heavyweights (1994),Children's|Comedy,247
"Hunted, The (1995)",Action,248
I.Q. (1994),Comedy|Romance,249
Interview with the Vampire (1994),Drama|Horror,250
Jefferson in Paris (1995),Drama,251
"Jerky Boys, The (1994)",Comedy,252
Junior (1994),Comedy|Sci-Fi,253
Just Cause (1995),Mystery|Thriller,254
"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,255
Kiss of Death (1995),Crime|Drama|Thriller,256
Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,257
Little Women (1994),Drama,258
"Little Princess, A (1995)",Children's|Drama,259
Ladybird Ladybird (1994),Drama,260
"Enfer, L' (1994)",Drama,261
Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,262
Legends of the Fall (1994),Drama|Romance|War|Western,263
Major Payne (1994),Comedy,264
Little Odessa (1994),Drama,265
My Crazy Life (Mi vida loca) (1993),Drama,266
Love Affair (1994),Drama|Romance,267
Losing Isaiah (1995),Drama,268
"Madness of King George, The (1994)",Drama,269
Mary Shelley's Frankenstein (1994),Drama|Horror,270
Man of the House (1995),Comedy,271
Mixed Nuts (1994),Comedy,272
Milk Money (1994),Comedy|Romance,273
Miracle on 34th Street (1994),Drama,274
Miami Rhapsody (1995),Comedy,275
My Family (1995),Drama,276
Murder in the First (1995),Drama|Thriller,277
Nobody's Fool (1994),Drama,278
Nell (1994),Drama,279
New Jersey Drive (1995),Crime|Drama,280
New York Cop (1996),Action|Crime,281
Beyond Bedlam (1993),Drama|Horror,282
Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,283
Nina Takes a Lover (1994),Comedy|Romance,284
Natural Born Killers (1994),Action|Thriller,285
Only You (1994),Comedy|Romance,286
Once Were Warriors (1994),Crime|Drama,287
Poison Ivy II (1995),Thriller,288
Outbreak (1995),Action|Drama|Thriller,289
"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,290
"Perez Family, The (1995)",Comedy|Romance,291
"Pyromaniac's Love Story, A (1995)",Comedy|Romance,292
Pulp Fiction (1994),Crime|Drama,293
Panther (1995),Drama,294
Pushing Hands (1992),Comedy,295
Priest (1994),Drama,296
Quiz Show (1994),Drama,297
Picture Bride (1995),Drama|Romance,298
Queen Margot (La Reine Margot) (1994),Drama|Romance,299
"Quick and the Dead, The (1995)",Action|Adventure|Western,300
Roommates (1995),Comedy|Drama,301
Ready to Wear (Pret-A-Porter) (1994),Comedy,302
Three Colors: Red (1994),Drama,303
Three Colors: Blue (1993),Drama,304
Three Colors: White (1994),Drama,305
"Red Firecracker, Green Firecracker (1994)",Drama,306
Rent-a-Kid (1995),Comedy,307
Relative Fear (1994),Horror|Thriller,308
Stuart Saves His Family (1995),Comedy,309
"Swan Princess, The (1994)",Animation|Children's,310
"Secret of Roan Inish, The (1994)",Drama,311
"Specialist, The (1994)",Action,312
Stargate (1994),Action|Adventure|Sci-Fi,313
"Santa Clause, The (1994)",Children's|Comedy|Fantasy,314
"Shawshank Redemption, The (1994)",Drama,315
Shallow Grave (1994),Thriller,316
Suture (1993),Film-Noir|Thriller,317
Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,318
Swimming with Sharks (1995),Comedy|Drama,319
"Sum of Us, The (1994)",Comedy,320
National Lampoon's Senior Trip (1995),Comedy,321
To Live (Huozhe) (1994),Drama,322
Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,323
Tales From the Crypt Presents: Demon Knight (1995),Horror,324
Star Trek: Generations (1994),Action|Adventure|Sci-Fi,325
Tales from the Hood (1995),Comedy|Horror,326
Tom & Viv (1994),Drama,327
Village of the Damned (1995),Horror|Sci-Fi,328
Tommy Boy (1995),Comedy,329
Vanya on 42nd Street (1994),Drama,330
"Underneath, The (1995)",Mystery|Thriller,331
"Walking Dead, The (1995)",Drama|War,332
What's Eating Gilbert Grape (1993),Drama,333
Virtuosity (1995),Sci-Fi|Thriller,334
While You Were Sleeping (1995),Comedy|Romance,335
"War, The (1994)",Adventure|Drama,336
Double Happiness (1994),Drama,337
Muriel's Wedding (1994),Comedy|Romance,338
"Baby-Sitters Club, The (1995)",Children's,339
Ace Ventura: Pet Detective (1994),Comedy,340
"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,341
Backbeat (1993),Drama|Musical,342
Bitter Moon (1992),Drama,343
Bullets Over Broadway (1994),Comedy,344
Clear and Present Danger (1994),Action|Adventure|Thriller,345
"Client, The (1994)",Drama|Mystery|Thriller,346
"Corrina, Corrina (1994)",Comedy|Drama|Romance,347
Crooklyn (1994),Comedy,348
"Crow, The (1994)",Action|Romance|Thriller,349
Cobb (1994),Drama,350
"Flintstones, The (1994)",Children's|Comedy,351
Forrest Gump (1994),Comedy|Romance|War,352
Four Weddings and a Funeral (1994),Comedy|Romance,353
Higher Learning (1995),Drama,354
I Like It Like That (1994),Comedy|Drama|Romance,355
I Love Trouble (1994),Action|Comedy,356
It Could Happen to You (1994),Drama|Romance,357
"Jungle Book, The (1994)",Adventure|Children's|Romance,358
"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,359
"Lion King, The (1994)",Animation|Children's|Musical,360
Little Buddha (1993),Drama,361
Wes Craven's New Nightmare (1994),Horror,362
"Mask, The (1994)",Comedy|Crime|Fantasy,363
Maverick (1994),Action|Comedy|Western,364
Mrs. Parker and the Vicious Circle (1994),Drama,365
Naked Gun 33 1/3: The Final Insult (1994),Comedy,366
"Paper, The (1994)",Comedy|Drama,367
Reality Bites (1994),Comedy|Drama,368
Red Rock West (1992),Thriller,369
Richie Rich (1994),Children's|Comedy,370
Safe Passage (1994),Drama,371
"River Wild, The (1994)",Action|Thriller,372
Speed (1994),Action|Romance|Thriller,373
Speechless (1994),Comedy|Romance,374
Timecop (1994),Action|Sci-Fi,375
True Lies (1994),Action|Adventure|Comedy|Romance,376
When a Man Loves a Woman (1994),Drama,377
Wolf (1994),Drama|Horror,378
Wyatt Earp (1994),Western,379
Bad Company (1995),Action,380
"Man of No Importance, A (1994)",Drama,381
S.F.W. (1994),Drama,382
"Low Down Dirty Shame, A (1994)",Action|Comedy,383
Boys Life (1995),Drama,384
"Colonel Chabert, Le (1994)",Drama|Romance|War,385
Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,386
Jason's Lyric (1994),Crime|Drama,387
"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,388
Street Fighter (1994),Action,389
Coldblooded (1995),Action,390
Desert Winds (1995),Drama,391
Fall Time (1995),Drama,392
"Fear, The (1995)",Horror,393
Frank and Ollie (1995),Documentary,394
Girl in the Cadillac (1995),Drama,395
Homage (1995),Drama,396
Mirage (1995),Action|Thriller,397
Open Season (1996),Comedy,398
Two Crimes (1995),Comedy|Crime|Drama,399
Brother Minister: The Assassination of Malcolm X (1994),Documentary,400
Highlander III: The Sorcerer (1994),Action|Sci-Fi,401
Federal Hill (1994),Drama,402
In the Mouth of Madness (1995),Horror|Thriller,403
8 Seconds (1994),Drama,404
Above the Rim (1994),Drama,405
Addams Family Values (1993),Comedy,406
You So Crazy (1994),Comedy,407
"Age of Innocence, The (1993)",Drama,408
Airheads (1994),Comedy,409
"Air Up There, The (1994)",Comedy,410
Another Stakeout (1993),Comedy|Thriller,411
Bad Girls (1994),Western,412
Barcelona (1994),Comedy|Romance,413
Being Human (1993),Drama,414
"Beverly Hillbillies, The (1993)",Comedy,415
Beverly Hills Cop III (1994),Action|Comedy,416
Black Beauty (1994),Adventure|Children's,417
Blink (1994),Thriller,418
Blown Away (1994),Action|Thriller,419
Blue Chips (1994),Drama,420
Blue Sky (1994),Drama|Romance,421
Body Snatchers (1993),Horror|Sci-Fi|Thriller,422
Boxing Helena (1993),Mystery|Romance|Thriller,423
"Bronx Tale, A (1993)",Drama,424
Cabin Boy (1994),Comedy,425
Calendar Girl (1993),Drama,426
Carlito's Way (1993),Crime|Drama,427
City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,428
Clean Slate (1994),Comedy,429
Cliffhanger (1993),Action|Adventure|Crime,430
Coneheads (1993),Comedy|Sci-Fi,431
Color of Night (1994),Drama|Thriller,432
Cops and Robbersons (1994),Comedy,433
"Cowboy Way, The (1994)",Action|Comedy,434
Dangerous Game (1993),Drama,435
Dave (1993),Comedy|Romance,436
Dazed and Confused (1993),Comedy,437
Demolition Man (1993),Action|Sci-Fi,438
"Endless Summer 2, The (1994)",Documentary,439
Even Cowgirls Get the Blues (1993),Comedy|Romance,440
Fatal Instinct (1993),Comedy,441
Farewell My Concubine (1993),Drama|Romance,442
"Favor, The (1994)",Comedy|Romance,443
Fearless (1993),Drama,444
Fear of a Black Hat (1993),Comedy,445
With Honors (1994),Comedy|Drama,446
Flesh and Bone (1993),Drama|Mystery|Romance,447
Widows' Peak (1994),Drama,448
For Love or Money (1993),Comedy,449
"Firm, The (1993)",Drama|Thriller,450
Free Willy (1993),Adventure|Children's|Drama,451
Fresh (1994),Drama,452
"Fugitive, The (1993)",Action|Thriller,453
Geronimo: An American Legend (1993),Drama|Western,454
"Getaway, The (1994)",Action,455
Getting Even with Dad (1994),Comedy,456
Go Fish (1994),Drama|Romance,457
"Good Man in Africa, A (1994)",Action|Adventure,458
Guilty as Sin (1993),Crime|Drama|Thriller,459
Hard Target (1993),Action|Adventure|Crime|Thriller,460
Heaven & Earth (1993),Action|Drama|War,461
Hot Shots! Part Deux (1993),Action|Comedy|War,462
Live Nude Girls (1995),Comedy,463
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,464
"House of the Spirits, The (1993)",Drama|Romance,465
House Party 3 (1994),Comedy,466
"Hudsucker Proxy, The (1994)",Comedy|Romance,467
I'll Do Anything (1994),Comedy|Drama,468
In the Army Now (1994),Comedy|War,469
In the Line of Fire (1993),Action|Thriller,470
In the Name of the Father (1993),Drama,471
"Inkwell, The (1994)",Comedy|Drama,472
What's Love Got to Do with It? (1993),Drama,473
Jimmy Hollywood (1994),Comedy,474
Judgment Night (1993),Action,475
Jurassic Park (1993),Action|Adventure|Sci-Fi,476
Kalifornia (1993),Drama|Thriller,477
Killing Zoe (1994),Thriller,478
King of the Hill (1993),Drama,479
Lassie (1994),Adventure|Children's,480
Last Action Hero (1993),Action|Comedy,481
Life with Mikey (1993),Comedy,482
Lightning Jack (1994),Comedy|Western,483
M. Butterfly (1993),Drama,484
Made in America (1993),Comedy,485
Malice (1993),Thriller,486
"Man Without a Face, The (1993)",Drama,487
Manhattan Murder Mystery (1993),Comedy|Mystery,488
Menace II Society (1993),Action|Crime|Drama,489
Executive Decision (1996),Action|Thriller,490
In the Realm of the Senses (Ai no corrida) (1976),Drama,491
What Happened Was... (1994),Comedy|Drama|Romance,492
Much Ado About Nothing (1993),Comedy|Romance,493
Mr. Jones (1993),Drama|Romance,494
Mr. Wonderful (1993),Comedy|Romance,495
Mrs. Doubtfire (1993),Comedy,496
Naked (1993),Drama,497
"Next Karate Kid, The (1994)",Action|Children's,498
"New Age, The (1994)",Drama,499
No Escape (1994),Action|Sci-Fi,500
North (1994),Comedy,501
Orlando (1993),Drama,502
"Perfect World, A (1993)",Action|Drama,503
Philadelphia (1993),Drama,504
"Piano, The (1993)",Drama|Romance,505
Poetic Justice (1993),Drama,506
"Program, The (1993)",Action|Drama,507
Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,508
Radioland Murders (1994),Comedy|Mystery|Romance,509
"Ref, The (1994)",Comedy,510
"Remains of the Day, The (1993)",Drama,511
Renaissance Man (1994),Comedy|Drama|War,512
Rising Sun (1993),Action|Drama|Mystery,513
"Road to Wellville, The (1994)",Comedy,514
Robocop 3 (1993),Sci-Fi|Thriller,515
Robin Hood: Men in Tights (1993),Comedy,516
Romeo Is Bleeding (1993),Crime|Thriller,517
Romper Stomper (1992),Action|Drama,518
Ruby in Paradise (1993),Drama,519
Rudy (1993),Drama,520
"Saint of Fort Washington, The (1993)",Drama,521
"Savage Nights (Nuits fauves, Les) (1992)",Drama,522
Schindler's List (1993),Drama|War,523
"Scout, The (1994)",Drama,524
Searching for Bobby Fischer (1993),Drama,525
Second Best (1994),Drama,526
"Secret Garden, The (1993)",Children's|Drama,527
Serial Mom (1994),Comedy|Crime|Horror,528
"Shadow, The (1994)",Action,529
Shadowlands (1993),Drama|Romance,530
Short Cuts (1993),Drama,531
"Simple Twist of Fate, A (1994)",Drama,532
Sirens (1994),Comedy|Drama,533
Six Degrees of Separation (1993),Drama,534
Sleepless in Seattle (1993),Comedy|Romance,535
Sliver (1993),Thriller,536
Blade Runner (1982),Film-Noir|Sci-Fi,537
Son in Law (1993),Comedy,538
So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,539
Striking Distance (1993),Action,540
Harlem (1993),Drama,541
Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,542
Surviving the Game (1994),Action|Adventure|Thriller,543
Terminal Velocity (1994),Action,544
Thirty-Two Short Films About Glenn Gould (1993),Documentary,545
Threesome (1994),Comedy|Romance,546
"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,547
"Three Musketeers, The (1993)",Action|Adventure|Comedy,548
Tombstone (1993),Western,549
Trial by Jury (1994),Thriller,550
True Romance (1993),Action|Crime|Romance,551
"War Room, The (1993)",Documentary,552
Mamma Roma (1962),Drama,553
"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,554
"Paris, France (1993)",Comedy,555
"Beans of Egypt, Maine, The (1994)",Drama,556
Killer (Bulletproof Heart) (1994),Thriller,557
Welcome to the Dollhouse (1995),Comedy|Drama,558
Germinal (1993),Drama,559
Chasers (1994),Comedy,560
Cronos (1992),Horror,561
Naked in New York (1994),Comedy|Romance,562
Kika (1993),Drama,563
Bhaji on the Beach (1993),Comedy|Drama,564
Little Big League (1994),Children's|Comedy,565
"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,566
"Wedding Gift, The (1994)",Drama,567
Foreign Student (1994),Drama,568
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,569
Spanking the Monkey (1994),Comedy|Drama,570
"Little Rascals, The (1994)",Children's|Comedy,571
Fausto (1993),Comedy,572
Andre (1994),Adventure|Children's,573
"Hour of the Pig, The (1993)",Drama|Mystery,574
"Scorta, La (1993)",Thriller,575
Princess Caraboo (1994),Drama,576
"Celluloid Closet, The (1995)",Documentary,577
Metisse (Café au Lait) (1993),Comedy,578
Dear Diary (Caro Diario) (1994),Comedy|Drama,579
I Don't Want to Talk About It (De eso no se habla) (1993),Drama,580
"Brady Bunch Movie, The (1995)",Comedy,581
Home Alone (1990),Children's|Comedy,582
Ghost (1990),Comedy|Romance|Thriller,583
Aladdin (1992),Animation|Children's|Comedy|Musical,584
Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,585
Dances with Wolves (1990),Adventure|Drama|Western,586
Tough and Deadly (1995),Action|Drama|Thriller,587
Batman (1989),Action|Adventure|Crime|Drama,588
"Silence of the Lambs, The (1991)",Drama|Thriller,589
Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,590
Beauty and the Beast (1991),Animation|Children's|Musical,591
Pinocchio (1940),Animation|Children's,592
Pretty Woman (1990),Comedy|Romance,593
Window to Paris (1994),Comedy,594
"Wild Bunch, The (1969)",Western,595
Love and a .45 (1994),Thriller,596
"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,597
"Great Day in Harlem, A (1994)",Documentary,598
"Bye Bye, Love (1995)",Comedy,599
Criminals (1996),Documentary,600
One Fine Day (1996),Drama|Romance,601
Candyman: Farewell to the Flesh (1995),Horror,602
Century (1993),Drama,603
Fargo (1996),Crime|Drama|Thriller,604
Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,605
Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,606
Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,607
"Pallbearer, The (1996)",Comedy,608
Jane Eyre (1996),Drama|Romance,609
Loaded (1994),Drama|Thriller,610
Bread and Chocolate (Pane e cioccolata) (1973),Drama,611
"Aristocats, The (1970)",Animation|Children's,612
"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,613
Two Much (1996),Comedy|Romance,614
Ed (1996),Comedy,615
Scream of Stone (Schrei aus Stein) (1991),Drama,616
My Favorite Season (1993),Drama,617
"Modern Affair, A (1995)",Romance,618
Condition Red (1995),Action|Drama|Thriller,619
Asfour Stah (1990),Drama,620
"Thin Line Between Love and Hate, A (1996)",Comedy,621
"Last Supper, The (1995)",Drama|Thriller,622
Primal Fear (1996),Drama|Thriller,623
Rude (1995),Drama,624
Carried Away (1996),Drama|Romance,625
All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,626
Land and Freedom (Tierra y libertad) (1995),War,627
Denise Calls Up (1995),Comedy,628
Theodore Rex (1995),Comedy,629
"Family Thing, A (1996)",Comedy|Drama,630
Frisk (1995),Drama,631
